No_Event,Event,Swimmers,School,Location,Date,TIME,PL,Against,House.name,Month,Spells,Times
3,200 MEDLEY RELAY,Geoffrey Hooper,Hogwarts,Ilvermorny,2019-12-15,02:36:7,4,Ilvermorny,Gryffindor,December,22.908104658583284,156.7
3,200 MEDLEY RELAY,Andrew Kirke,Hogwarts,Ilvermorny,2019-12-15,02:36:7,4,Ilvermorny,Gryffindor,December,23.408104658583284,156.7
21,200 FREE RELAY,Anthony Goldstein,Hogwarts,Ilvermorny,2019-12-15,02:03:9,3,Ilvermorny,Ravenclaw,December,53.355125100887804,123.9
21,200 FREE RELAY,Su Li,Hogwarts,Ilvermorny,2019-12-15,02:03:9,3,Ilvermorny,Ravenclaw,December,46.355125100887804,123.9
21,200 FREE RELAY,Morag McDougal,Hogwarts,Ilvermorny,2019-12-15,02:03:9,3,Ilvermorny,Ravenclaw,December,52.855125100887804,123.9
21,200 FREE RELAY,Padma Patil,Hogwarts,Ilvermorny,2019-12-15,02:03:9,3,Ilvermorny,Gryffindor,December,31.355125100887804,123.9
22,200 FREE RELAY,Lisa Turpin,Hogwarts,Ilvermorny,2019-12-15,01:53:8,1,Ilvermorny,Ravenclaw,December,48.93673110720563,113.8
22,200 FREE RELAY,Luna Lovegood,Hogwarts,Ilvermorny,2019-12-15,01:53:8,1,Ilvermorny,Ravenclaw,December,43.93673110720563,113.8
22,200 FREE RELAY,Orla Quirke,Hogwarts,Ilvermorny,2019-12-15,01:53:8,1,Ilvermorny,Ravenclaw,December,54.93673110720563,113.8
22,200 FREE RELAY,Stewart Ackerley,Hogwarts,Ilvermorny,2019-12-15,01:53:8,1,Ilvermorny,Ravenclaw,December,58.93673110720563,113.8
23,200 FREE RELAY,Susan Bones,Hogwarts,Ilvermorny,2019-12-15,02:25:6,6,Ilvermorny,Hufflepuff,December,40.34065934065934,145.6
23,200 FREE RELAY,Eleanor Branstone,Hogwarts,Ilvermorny,2019-12-15,02:25:6,6,Ilvermorny,Hufflepuff,December,35.34065934065934,145.6
23,200 FREE RELAY,Owen Cauldwell,Hogwarts,Ilvermorny,2019-12-15,02:25:6,6,Ilvermorny,Hufflepuff,December,49.34065934065934,145.6
23,200 FREE RELAY,Justin Finch-Fletchley,Hogwarts,Ilvermorny,2019-12-15,02:25:6,6,Ilvermorny,Hufflepuff,December,48.340659340659336,145.6
30,400 FREE RELAY,Adrian Pucey,Hogwarts,Ilvermorny,2019-12-15,04:51:6,3,Ilvermorny,Slytherin,December,50.14677640603566,291.6
30,400 FREE RELAY,Tracey Davis,Hogwarts,Ilvermorny,2019-12-15,04:51:6,3,Ilvermorny,Slytherin,December,62.14677640603567,291.6
30,400 FREE RELAY,Lilian Moon,Hogwarts,Ilvermorny,2019-12-15,04:51:6,3,Ilvermorny,Hufflepuff,December,35.64677640603566,291.6
30,400 FREE RELAY,Daphne Greengrass,Hogwarts,Ilvermorny,2019-12-15,04:51:6,3,Ilvermorny,Slytherin,December,49.64677640603566,291.6
31,400 FREE RELAY,Theodore Nott,Hogwarts,Ilvermorny,2019-12-15,04:29:9,2,Ilvermorny,Slytherin,December,54.0253797702853,269.9
31,400 FREE RELAY,Astoria Greengrass,Hogwarts,Ilvermorny,2019-12-15,04:29:9,2,Ilvermorny,Slytherin,December,58.02537977028529,269.9
31,400 FREE RELAY,Malcolm Baddock,Hogwarts,Ilvermorny,2019-12-15,04:29:9,2,Ilvermorny,Slytherin,December,56.5253797702853,269.9
31,400 FREE RELAY,Graham Pritchard,Hogwarts,Ilvermorny,2019-12-15,04:29:9,2,Ilvermorny,Slytherin,December,49.0253797702853,269.9
32,400 FREE RELAY,Lucius Malfoy,Hogwarts,Ilvermorny,2019-12-15,05:09:9,5,Ilvermorny,Slytherin,December,60.13423685059697,309.9
32,400 FREE RELAY,Tom Riddle,Hogwarts,Ilvermorny,2019-12-15,05:09:9,5,Ilvermorny,Slytherin,December,63.13423685059697,309.9
32,400 FREE RELAY,Percy Weasley,Hogwarts,Ilvermorny,2019-12-15,05:09:9,5,Ilvermorny,Gryffindor,December,0,309.9
32,400 FREE RELAY,Bill Weasley,Hogwarts,Ilvermorny,2019-12-15,05:09:9,5,Ilvermorny,Gryffindor,December,0,309.9
1,200 MEDLEY RELAY,Charlie Weasley,Hogwarts,Hogwarts,2019-10-19,02:43:8,4,Uagadou,Gryffindor,October,22.525030525030523,163.8
1,200 MEDLEY RELAY,Fred Weasley,Hogwarts,Hogwarts,2019-10-19,02:43:8,4,Uagadou,Gryffindor,October,27.02503052503053,163.8
1,200 MEDLEY RELAY,George Weasley,Hogwarts,Hogwarts,2019-10-19,02:43:8,4,Uagadou,Gryffindor,October,26.525030525030516,163.8
1,200 MEDLEY RELAY,Aberforth Dumbledore,Hogwarts,Hogwarts,2019-10-19,02:43:8,4,Uagadou,Gryffindor,October,24.025030525030516,163.8
2,200 MEDLEY RELAY,Albus Dumbledore,Hogwarts,Hogwarts,2019-10-19,02:14:1,1,Uagadou,Gryffindor,October,29.285607755406417,134.1
2,200 MEDLEY RELAY,Rubeus Hagrid,Hogwarts,Hogwarts,2019-10-19,02:14:1,1,Uagadou,Gryffindor,October,36.78560775540642,134.1
2,200 MEDLEY RELAY,Oliver Wood,Hogwarts,Hogwarts,2019-10-19,02:14:1,1,Uagadou,Gryffindor,October,30.78560775540641,134.1
2,200 MEDLEY RELAY,Marcus Flint,Hogwarts,Hogwarts,2019-10-19,02:14:1,1,Uagadou,Slytherin,October,78.78560775540642,134.1
3,200 MEDLEY RELAY,Cedric Diggory,Hogwarts,Hogwarts,2019-10-19,02:30:1,3,Uagadou,Hufflepuff,October,52.81112591605597,150.1
3,200 MEDLEY RELAY,Angelina Johnson,Hogwarts,Hogwarts,2019-10-19,02:30:1,3,Uagadou,Gryffindor,October,21.311125916055964,150.1
3,200 MEDLEY RELAY,Molly Weasley,Hogwarts,Hogwarts,2019-10-19,02:30:1,3,Uagadou,Gryffindor,October,21.311125916055964,150.1
3,200 MEDLEY RELAY,Arthur Weasley,Hogwarts,Hogwarts,2019-10-19,02:30:1,3,Uagadou,Gryffindor,October,19.311125916055964,150.1
21,200 FREE RELAY,Phineas Nigellus Black,Hogwarts,Hogwarts,2019-10-19,02:27:7,3,Uagadou,Slytherin,October,81.35240352064997,147.7
21,200 FREE RELAY,Regulus Black,Hogwarts,Hogwarts,2019-10-19,02:27:7,3,Uagadou,Slytherin,October,79.35240352064997,147.7
21,200 FREE RELAY,Bellatrix Lestrange,Hogwarts,Hogwarts,2019-10-19,02:27:7,3,Uagadou,Slytherin,October,64.35240352064997,147.7
21,200 FREE RELAY,Narcissa Malfoy,Hogwarts,Hogwarts,2019-10-19,02:27:7,3,Uagadou,Slytherin,October,74.35240352064997,147.7
22,200 FREE RELAY,Evan Rosier,Hogwarts,Hogwarts,2019-10-19,02:16:3,1,Uagadou,Slytherin,October,85.18378576669113,136.3
22,200 FREE RELAY,Rodolphus Lestrange,Hogwarts,Hogwarts,2019-10-19,02:16:3,1,Uagadou,Slytherin,October,84.68378576669112,136.3
22,200 FREE RELAY,Rabastan Lestrange,Hogwarts,Hogwarts,2019-10-19,02:16:3,1,Uagadou,Slytherin,October,73.68378576669113,136.3
22,200 FREE RELAY,Miles Bletchley,Hogwarts,Hogwarts,2019-10-19,02:16:3,1,Uagadou,Slytherin,October,67.68378576669113,136.3
23,200 FREE RELAY,Harry Potter,Hogwarts,Hogwarts,2019-10-19,02:24:0,2,Uagadou,Gryffindor,October,30.22222222222222,144
23,200 FREE RELAY,Ron Weasley,Hogwarts,Hogwarts,2019-10-19,02:24:0,2,Uagadou,Gryffindor,October,22.72222222222222,144
23,200 FREE RELAY,Hermione Granger,Hogwarts,Hogwarts,2019-10-19,02:24:0,2,Uagadou,Gryffindor,October,25.22222222222222,144
23,200 FREE RELAY,Colin Creevey,Hogwarts,Hogwarts,2019-10-19,02:24:0,2,Uagadou,Gryffindor,October,31.72222222222223,144
30,400 FREE RELAY,Dean Thomas,Hogwarts,Hogwarts,2019-10-19,05:35:5,3,Uagadou,Gryffindor,October,14.903129657228014,335.5
30,400 FREE RELAY,Millicent Bulstrode,Hogwarts,Hogwarts,2019-10-19,05:35:5,3,Uagadou,Slytherin,October,57.90312965722802,335.5
30,400 FREE RELAY,Terry Boot,Hogwarts,Hogwarts,2019-10-19,05:35:5,3,Uagadou,Ravenclaw,October,18.90312965722802,335.5
30,400 FREE RELAY,Ernie Macmillan,Hogwarts,Hogwarts,2019-10-19,05:35:5,3,Uagadou,Hufflepuff,October,21.903129657228018,335.5
31,400 FREE RELAY,Vincent Crabbe,Hogwarts,Hogwarts,2019-10-19,04:49:0,1,Uagadou,Slytherin,October,52.30103806228374,289
31,400 FREE RELAY,Gregory Goyle,Hogwarts,Hogwarts,2019-10-19,04:49:0,1,Uagadou,Slytherin,October,57.80103806228374,289
31,400 FREE RELAY,Lavender Brown,Hogwarts,Hogwarts,2019-10-19,04:49:0,1,Uagadou,Gryffindor,October,0.3010380622837374,289
31,400 FREE RELAY,Katie Bell,Hogwarts,Hogwarts,2019-10-19,04:49:0,1,Uagadou,Gryffindor,October,5.301038062283737,289
32,400 FREE RELAY,Parvati Patil,Hogwarts,Hogwarts,2019-10-19,05:54:5,4,Uagadou,Gryffindor,October,0,354.5
32,400 FREE RELAY,Dennis Creevey,Hogwarts,Hogwarts,2019-10-19,05:54:5,4,Uagadou,Gryffindor,October,0,354.5
32,400 FREE RELAY,Eloise Midgen,Hogwarts,Hogwarts,2019-10-19,05:54:5,4,Uagadou,Gryffindor,October,0,354.5
32,400 FREE RELAY,Ritchie Coote,Hogwarts,Hogwarts,2019-10-19,05:54:5,4,Uagadou,Gryffindor,October,6.604372355430183,354.5
1,200 MEDLEY RELAY,Jack Sloper,Hogwarts,Mahoutokoro,2019-11-10,02:47:1,5,Mahoutokoro,Gryffindor,November,17.422202274087375,167.1
1,200 MEDLEY RELAY,Victoria Frobisher,Hogwarts,Mahoutokoro,2019-11-10,02:47:1,5,Mahoutokoro,Gryffindor,November,23.922202274087383,167.1
1,200 MEDLEY RELAY,Geoffrey Hooper,Hogwarts,Mahoutokoro,2019-11-10,02:47:1,5,Mahoutokoro,Gryffindor,November,27.422202274087375,167.1
1,200 MEDLEY RELAY,Andrew Kirke,Hogwarts,Mahoutokoro,2019-11-10,02:47:1,5,Mahoutokoro,Gryffindor,November,17.422202274087375,167.1
2,200 MEDLEY RELAY,Demelza Robins,Hogwarts,Mahoutokoro,2019-11-10,02:13:9,1,Mahoutokoro,Gryffindor,November,35.84129947722181,133.9
2,200 MEDLEY RELAY,Cormac McLaggen,Hogwarts,Mahoutokoro,2019-11-10,02:13:9,1,Mahoutokoro,Gryffindor,November,22.34129947722181,133.9
2,200 MEDLEY RELAY,Neville Longbottom,Hogwarts,Mahoutokoro,2019-11-10,02:13:9,1,Mahoutokoro,Gryffindor,November,25.34129947722181,133.9
2,200 MEDLEY RELAY,Ginny Weasley,Hogwarts,Mahoutokoro,2019-11-10,02:13:9,1,Mahoutokoro,Gryffindor,November,27.34129947722181,133.9
3,200 MEDLEY RELAY,Romilda Vane,Hogwarts,Mahoutokoro,2019-11-10,02:26:8,3,Mahoutokoro,Gryffindor,November,32.05994550408719,146.8
3,200 MEDLEY RELAY,Natalie McDonald,Hogwarts,Mahoutokoro,2019-11-10,02:26:8,3,Mahoutokoro,Gryffindor,November,33.05994550408719,146.8
3,200 MEDLEY RELAY,Jimmy Peakes,Hogwarts,Mahoutokoro,2019-11-10,02:26:8,3,Mahoutokoro,Gryffindor,November,23.55994550408718,146.8
3,200 MEDLEY RELAY,Euan Abercrombie,Hogwarts,Mahoutokoro,2019-11-10,02:26:8,3,Mahoutokoro,Gryffindor,November,24.059945504087196,146.8
21,200 FREE RELAY,Susan Bones,Hogwarts,Mahoutokoro,2019-11-10,02:30:5,4,Mahoutokoro,Hufflepuff,November,40.222591362126245,150.5
21,200 FREE RELAY,Eleanor Branstone,Hogwarts,Mahoutokoro,2019-11-10,02:30:5,4,Mahoutokoro,Hufflepuff,November,41.722591362126245,150.5
21,200 FREE RELAY,Owen Cauldwell,Hogwarts,Mahoutokoro,2019-11-10,02:30:5,4,Mahoutokoro,Hufflepuff,November,49.722591362126245,150.5
21,200 FREE RELAY,Justin Finch-Fletchley,Hogwarts,Mahoutokoro,2019-11-10,02:30:5,4,Mahoutokoro,Hufflepuff,November,48.72259136212625,150.5
22,200 FREE RELAY,Wayne Hopkins,Hogwarts,Mahoutokoro,2019-11-10,02:03:4,1,Mahoutokoro,Hufflepuff,November,51.51863857374393,123.4
22,200 FREE RELAY,Megan Jones,Hogwarts,Mahoutokoro,2019-11-10,02:03:4,1,Mahoutokoro,Hufflepuff,November,58.01863857374392,123.4
22,200 FREE RELAY,Laura Madley,Hogwarts,Mahoutokoro,2019-11-10,02:03:4,1,Mahoutokoro,Hufflepuff,November,41.518638573743914,123.4
22,200 FREE RELAY,Kevin Whitby,Hogwarts,Mahoutokoro,2019-11-10,02:03:4,1,Mahoutokoro,Hufflepuff,November,51.51863857374393,123.4
23,200 FREE RELAY,Rose Zeller,Hogwarts,Mahoutokoro,2019-11-10,02:25:5,3,Mahoutokoro,Hufflepuff,November,52.36426116838488,145.5
23,200 FREE RELAY,Terence Higgs,Hogwarts,Mahoutokoro,2019-11-10,02:25:5,3,Mahoutokoro,Slytherin,November,83.86426116838487,145.5
23,200 FREE RELAY,Adrian Pucey,Hogwarts,Mahoutokoro,2019-11-10,02:25:5,3,Mahoutokoro,Slytherin,November,73.36426116838487,145.5
23,200 FREE RELAY,Tracey Davis,Hogwarts,Mahoutokoro,2019-11-10,02:25:5,3,Mahoutokoro,Slytherin,November,64.86426116838487,145.5
30,400 FREE RELAY,Lucius Malfoy,Hogwarts,Mahoutokoro,2019-11-10,05:34:9,2,Mahoutokoro,Slytherin,November,53.42982979994028,334.9
30,400 FREE RELAY,Tom Riddle,Hogwarts,Mahoutokoro,2019-11-10,05:34:9,2,Mahoutokoro,Slytherin,November,48.42982979994028,334.9
30,400 FREE RELAY,Percy Weasley,Hogwarts,Mahoutokoro,2019-11-10,05:34:9,2,Mahoutokoro,Gryffindor,November,0,334.9
30,400 FREE RELAY,Bill Weasley,Hogwarts,Mahoutokoro,2019-11-10,05:34:9,2,Mahoutokoro,Gryffindor,November,0.42982979994028625,334.9
31,400 FREE RELAY,Charlie Weasley,Hogwarts,Mahoutokoro,2019-11-10,04:33:2,1,Mahoutokoro,Gryffindor,November,13.801610541727676,273.2
31,400 FREE RELAY,Fred Weasley,Hogwarts,Mahoutokoro,2019-11-10,04:33:2,1,Mahoutokoro,Gryffindor,November,5.301610541727673,273.2
31,400 FREE RELAY,George Weasley,Hogwarts,Mahoutokoro,2019-11-10,04:33:2,1,Mahoutokoro,Gryffindor,November,10.301610541727673,273.2
31,400 FREE RELAY,Aberforth Dumbledore,Hogwarts,Mahoutokoro,2019-11-10,04:33:2,1,Mahoutokoro,Gryffindor,November,17.80161054172767,273.2
32,400 FREE RELAY,Albus Dumbledore,Hogwarts,Mahoutokoro,2019-11-10,05:13:3,4,Mahoutokoro,Gryffindor,November,0,313.3
32,400 FREE RELAY,Rubeus Hagrid,Hogwarts,Mahoutokoro,2019-11-10,05:13:3,4,Mahoutokoro,Gryffindor,November,4.459144589849984,313.3
32,400 FREE RELAY,Oliver Wood,Hogwarts,Mahoutokoro,2019-11-10,05:13:3,4,Mahoutokoro,Gryffindor,November,0,313.3
32,400 FREE RELAY,Marcus Flint,Hogwarts,Mahoutokoro,2019-11-10,05:13:3,4,Mahoutokoro,Slytherin,November,60.459144589849984,313.3
1,200 MEDLEY RELAY,Cedric Diggory,Hogwarts,Hogwarts,2019-11-16,02:35:8,6,Castelobruxo,Hufflepuff,November,36.09242618741976,155.8
1,200 MEDLEY RELAY,Angelina Johnson,Hogwarts,Hogwarts,2019-11-16,02:35:8,6,Castelobruxo,Gryffindor,November,23.09242618741976,155.8
1,200 MEDLEY RELAY,Molly Weasley,Hogwarts,Hogwarts,2019-11-16,02:35:8,6,Castelobruxo,Gryffindor,November,15.592426187419768,155.8
1,200 MEDLEY RELAY,Arthur Weasley,Hogwarts,Hogwarts,2019-11-16,02:35:8,6,Castelobruxo,Gryffindor,November,21.59242618741977,155.8
2,200 MEDLEY RELAY,James Potter,Hogwarts,Hogwarts,2019-11-16,02:07:2,2,Castelobruxo,Gryffindor,November,22.308176100628927,127.2
2,200 MEDLEY RELAY,Lily Potter,Hogwarts,Hogwarts,2019-11-16,02:07:2,2,Castelobruxo,Gryffindor,November,20.308176100628927,127.2
2,200 MEDLEY RELAY,Severus Snape,Hogwarts,Hogwarts,2019-11-16,02:07:2,2,Castelobruxo,Slytherin,November,80.80817610062894,127.2
2,200 MEDLEY RELAY,Olive Hornby,Hogwarts,Hogwarts,2019-11-16,02:07:2,2,Castelobruxo,Gryffindor,November,38.308176100628934,127.2
3,200 MEDLEY RELAY,Moaning Myrtle,Hogwarts,Hogwarts,2019-11-16,02:26:6,4,Castelobruxo,Ravenclaw,November,45.106412005457024,146.6
3,200 MEDLEY RELAY,Bertha Jorkins,Hogwarts,Hogwarts,2019-11-16,02:26:6,4,Castelobruxo,Ravenclaw,November,45.60641200545703,146.6
3,200 MEDLEY RELAY,Sirius Black,Hogwarts,Hogwarts,2019-11-16,02:26:6,4,Castelobruxo,Gryffindor,November,20.106412005457024,146.6
3,200 MEDLEY RELAY,Peter Pettigrew,Hogwarts,Hogwarts,2019-11-16,02:26:6,4,Castelobruxo,Gryffindor,November,17.106412005457024,146.6
21,200 FREE RELAY,Harry Potter,Hogwarts,Hogwarts,2019-11-16,02:22:7,5,Castelobruxo,Gryffindor,November,25.038542396636302,142.7
21,200 FREE RELAY,Ron Weasley,Hogwarts,Hogwarts,2019-11-16,02:22:7,5,Castelobruxo,Gryffindor,November,23.538542396636302,142.7
21,200 FREE RELAY,Hermione Granger,Hogwarts,Hogwarts,2019-11-16,02:22:7,5,Castelobruxo,Gryffindor,November,23.038542396636302,142.7
21,200 FREE RELAY,Colin Creevey,Hogwarts,Hogwarts,2019-11-16,02:22:7,5,Castelobruxo,Gryffindor,November,17.038542396636302,142.7
22,200 FREE RELAY,Seamus Finnigan,Hogwarts,Hogwarts,2019-11-16,02:07:4,2,Castelobruxo,Gryffindor,November,23.246467817896388,127.4
22,200 FREE RELAY,Hannah Abbott,Hogwarts,Hogwarts,2019-11-16,02:07:4,2,Castelobruxo,Hufflepuff,November,56.74646781789639,127.4
22,200 FREE RELAY,Pansy Parkinson,Hogwarts,Hogwarts,2019-11-16,02:07:4,2,Castelobruxo,Slytherin,November,71.74646781789639,127.4
22,200 FREE RELAY,Zacharias Smith,Hogwarts,Hogwarts,2019-11-16,02:07:4,2,Castelobruxo,Hufflepuff,November,47.24646781789638,127.4
23,200 FREE RELAY,Blaise Zabini,Hogwarts,Hogwarts,2019-11-16,02:18:7,3,Castelobruxo,Slytherin,November,66.54902667627974,138.7
23,200 FREE RELAY,Draco Malfoy,Hogwarts,Hogwarts,2019-11-16,02:18:7,3,Castelobruxo,Slytherin,November,83.04902667627974,138.7
23,200 FREE RELAY,Dean Thomas,Hogwarts,Hogwarts,2019-11-16,02:18:7,3,Castelobruxo,Gryffindor,November,17.549026676279745,138.7
23,200 FREE RELAY,Millicent Bulstrode,Hogwarts,Hogwarts,2019-11-16,02:18:7,3,Castelobruxo,Slytherin,November,76.54902667627974,138.7
30,400 FREE RELAY,Parvati Patil,Hogwarts,Hogwarts,2019-11-16,05:31:6,6,Castelobruxo,Gryffindor,November,5.078407720144753,331.6
30,400 FREE RELAY,Dennis Creevey,Hogwarts,Hogwarts,2019-11-16,05:31:6,6,Castelobruxo,Gryffindor,November,9.578407720144753,331.6
30,400 FREE RELAY,Eloise Midgen,Hogwarts,Hogwarts,2019-11-16,05:31:6,6,Castelobruxo,Gryffindor,November,2.078407720144753,331.6
30,400 FREE RELAY,Ritchie Coote,Hogwarts,Hogwarts,2019-11-16,05:31:6,6,Castelobruxo,Gryffindor,November,3.578407720144753,331.6
31,400 FREE RELAY,Jack Sloper,Hogwarts,Hogwarts,2019-11-16,04:23:0,3,Castelobruxo,Gryffindor,November,5.011406844106467,263
31,400 FREE RELAY,Victoria Frobisher,Hogwarts,Hogwarts,2019-11-16,04:23:0,3,Castelobruxo,Gryffindor,November,13.011406844106467,263
31,400 FREE RELAY,Geoffrey Hooper,Hogwarts,Hogwarts,2019-11-16,04:23:0,3,Castelobruxo,Gryffindor,November,3.511406844106464,263
31,400 FREE RELAY,Andrew Kirke,Hogwarts,Hogwarts,2019-11-16,04:23:0,3,Castelobruxo,Gryffindor,November,13.51140684410646,263
32,400 FREE RELAY,Demelza Robins,Hogwarts,Hogwarts,2019-11-16,05:01:3,5,Castelobruxo,Gryffindor,November,13.09475605708596,301.3
32,400 FREE RELAY,Cormac McLaggen,Hogwarts,Hogwarts,2019-11-16,05:01:3,5,Castelobruxo,Gryffindor,November,5.594756057085959,301.3
32,400 FREE RELAY,Neville Longbottom,Hogwarts,Hogwarts,2019-11-16,05:01:3,5,Castelobruxo,Gryffindor,November,12.59475605708596,301.3
32,400 FREE RELAY,Ginny Weasley,Hogwarts,Hogwarts,2019-11-16,05:01:3,5,Castelobruxo,Gryffindor,November,3.5947560570859594,301.3
1,200 MEDLEY RELAY,Romilda Vane,Hogwarts,Durmstrang,2019-12-08,02:33:0,3,Durmstrang,Gryffindor,December,17.6797385620915,153
1,200 MEDLEY RELAY,Natalie McDonald,Hogwarts,Durmstrang,2019-12-08,02:33:0,3,Durmstrang,Gryffindor,December,26.679738562091508,153
1,200 MEDLEY RELAY,Jimmy Peakes,Hogwarts,Durmstrang,2019-12-08,02:33:0,3,Durmstrang,Gryffindor,December,29.179738562091508,153
1,200 MEDLEY RELAY,Euan Abercrombie,Hogwarts,Durmstrang,2019-12-08,02:33:0,3,Durmstrang,Gryffindor,December,22.1797385620915,153
2,200 MEDLEY RELAY,Mary MacDonald,Hogwarts,Durmstrang,2019-12-08,02:21:4,1,Durmstrang,Gryffindor,December,32.36067892503536,141.4
2,200 MEDLEY RELAY,Penelope Clearwater,Hogwarts,Durmstrang,2019-12-08,02:21:4,1,Durmstrang,Ravenclaw,December,43.860678925035366,141.4
2,200 MEDLEY RELAY,Roger Davies,Hogwarts,Durmstrang,2019-12-08,02:21:4,1,Durmstrang,Ravenclaw,December,39.36067892503536,141.4
2,200 MEDLEY RELAY,Eddie Carmichael,Hogwarts,Durmstrang,2019-12-08,02:21:4,1,Durmstrang,Ravenclaw,December,43.36067892503536,141.4
21,200 FREE RELAY,Rose Zeller,Hogwarts,Durmstrang,2019-12-08,02:29:0,2,Durmstrang,Hufflepuff,December,53.557046979865774,149
21,200 FREE RELAY,Terence Higgs,Hogwarts,Durmstrang,2019-12-08,02:29:0,2,Durmstrang,Slytherin,December,78.05704697986577,149
21,200 FREE RELAY,Adrian Pucey,Hogwarts,Durmstrang,2019-12-08,02:29:0,2,Durmstrang,Slytherin,December,77.55704697986577,149
21,200 FREE RELAY,Tracey Davis,Hogwarts,Durmstrang,2019-12-08,02:29:0,2,Durmstrang,Slytherin,December,70.55704697986577,149
22,200 FREE RELAY,Lilian Moon,Hogwarts,Durmstrang,2019-12-08,02:15:8,1,Durmstrang,Hufflepuff,December,50.81885125184094,135.8
22,200 FREE RELAY,Daphne Greengrass,Hogwarts,Durmstrang,2019-12-08,02:15:8,1,Durmstrang,Slytherin,December,79.31885125184094,135.8
22,200 FREE RELAY,Theodore Nott,Hogwarts,Durmstrang,2019-12-08,02:15:8,1,Durmstrang,Slytherin,December,85.81885125184094,135.8
22,200 FREE RELAY,Astoria Greengrass,Hogwarts,Durmstrang,2019-12-08,02:15:8,1,Durmstrang,Slytherin,December,83.31885125184094,135.8
23,200 FREE RELAY,Malcolm Baddock,Hogwarts,Durmstrang,2019-12-08,02:24:9,6,Durmstrang,Slytherin,December,80.00655624568668,144.9
23,200 FREE RELAY,Graham Pritchard,Hogwarts,Durmstrang,2019-12-08,02:24:9,6,Durmstrang,Slytherin,December,83.50655624568668,144.9
23,200 FREE RELAY,Lucius Malfoy,Hogwarts,Durmstrang,2019-12-08,02:24:9,6,Durmstrang,Slytherin,December,68.00655624568668,144.9
23,200 FREE RELAY,Tom Riddle,Hogwarts,Durmstrang,2019-12-08,02:24:9,6,Durmstrang,Slytherin,December,84.00655624568668,144.9
30,400 FREE RELAY,Albus Dumbledore,Hogwarts,Durmstrang,2019-12-08,06:01:0,4,Durmstrang,Gryffindor,December,0,361
30,400 FREE RELAY,Rubeus Hagrid,Hogwarts,Durmstrang,2019-12-08,06:01:0,4,Durmstrang,Gryffindor,December,7.350415512465375,361
30,400 FREE RELAY,Oliver Wood,Hogwarts,Durmstrang,2019-12-08,06:01:0,4,Durmstrang,Gryffindor,December,0,361
30,400 FREE RELAY,Marcus Flint,Hogwarts,Durmstrang,2019-12-08,06:01:0,4,Durmstrang,Slytherin,December,43.850415512465375,361
31,400 FREE RELAY,Cedric Diggory,Hogwarts,Durmstrang,2019-12-08,05:17:9,2,Durmstrang,Hufflepuff,December,30.228216420257947,317.9
31,400 FREE RELAY,Angelina Johnson,Hogwarts,Durmstrang,2019-12-08,05:17:9,2,Durmstrang,Gryffindor,December,4.728216420257944,317.9
31,400 FREE RELAY,Molly Weasley,Hogwarts,Durmstrang,2019-12-08,05:17:9,2,Durmstrang,Gryffindor,December,14.728216420257944,317.9
31,400 FREE RELAY,Arthur Weasley,Hogwarts,Durmstrang,2019-12-08,05:17:9,2,Durmstrang,Gryffindor,December,6.728216420257944,317.9
32,400 FREE RELAY,James Potter,Hogwarts,Durmstrang,2019-12-08,05:26:2,3,Durmstrang,Gryffindor,December,0,326.2
32,400 FREE RELAY,Lily Potter,Hogwarts,Durmstrang,2019-12-08,05:26:2,3,Durmstrang,Gryffindor,December,14.828019619865117,326.2
32,400 FREE RELAY,Severus Snape,Hogwarts,Durmstrang,2019-12-08,05:26:2,3,Durmstrang,Slytherin,December,63.32801961986512,326.2
32,400 FREE RELAY,Olive Hornby,Hogwarts,Durmstrang,2019-12-08,05:26:2,3,Durmstrang,Gryffindor,December,10.828019619865117,326.2
1,200 MEDLEY RELAY,Moaning Myrtle,Hogwarts,Hogwarts,2019-10-20,02:38:2,5,Beauxbatons,Ravenclaw,October,34.60556257901391,158.2
1,200 MEDLEY RELAY,Bertha Jorkins,Hogwarts,Hogwarts,2019-10-20,02:38:2,5,Beauxbatons,Ravenclaw,October,39.60556257901391,158.2
1,200 MEDLEY RELAY,Sirius Black,Hogwarts,Hogwarts,2019-10-20,02:38:2,5,Beauxbatons,Gryffindor,October,24.105562579013906,158.2
1,200 MEDLEY RELAY,Peter Pettigrew,Hogwarts,Hogwarts,2019-10-20,02:38:2,5,Beauxbatons,Gryffindor,October,13.105562579013906,158.2
2,200 MEDLEY RELAY,Minerva McGonagall,Hogwarts,Hogwarts,2019-10-20,02:10:0,2,Beauxbatons,Gryffindor,October,22.46153846153846,130
2,200 MEDLEY RELAY,Remus Lupin,Hogwarts,Hogwarts,2019-10-20,02:10:0,2,Beauxbatons,Gryffindor,October,30.46153846153846,130
2,200 MEDLEY RELAY,Lee Jordan,Hogwarts,Hogwarts,2019-10-20,02:10:0,2,Beauxbatons,Gryffindor,October,32.46153846153846,130
2,200 MEDLEY RELAY,Alicia Spinnet,Hogwarts,Hogwarts,2019-10-20,02:10:0,2,Beauxbatons,Gryffindor,October,22.46153846153846,130
3,200 MEDLEY RELAY,Patricia Stimpson,Hogwarts,Hogwarts,2019-10-20,02:39:3,4,Beauxbatons,Ravenclaw,October,42.88731952291275,159.3
